COUNTRY;YEAR;codenv;codgen;loc;SEASON;rep;check;PL_EMERG_COUNT;PL_EMERG_PCT;FLW_DAYS;FLW_CL;PUB_CL;NDM;LOD;PODDING_MAT;Pod_Shattering;PH_R8;W100G;GY;R6_BB_Sev;R6_BP_Sev;R6_BS_Sev;R6_BTS_Sev;R6_CLB_Sev;R6_DM_Sev;R6_MLS_Sev;R6_FELS_Sev;R6_RLB_Sev;R6_RUST_Sev;R6_RUST_RRT;R6_Others_Sev;PROT;OIL;SOWING;HARVEST;LAT;LON;ELEV;RAINFED;SOURCE;COMPANY;index;gen;env
Malawi;2017;E018;G063;L013;2;2;0;0;0;67;NA;NA;110;1;0;0;0;16;1593.78;1;1;0;0;0;0;0;1;0;1;0;1;45;18.39;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;391;G029;E003
Malawi;2017;E018;G212;L013;2;2;0;0;0;67;NA;NA;110;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;392;G112;E003
Malawi;2017;E018;G062;L013;2;2;0;0;0;67;NA;NA;110;1;0;0;0;17;477.72;1;1;0;0;0;0;0;1;0;1;0;1;44.25;19.34;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;393;G028;E003
Malawi;2017;E018;G186;L013;2;2;0;0;0;67;NA;NA;115;1;0;0;0;15;2139.44;1;1;0;0;0;0;0;1;0;1;0;1;45.89;19.46;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;394;G097;E003
Malawi;2017;E018;G156;L013;2;2;0;0;0;67;NA;NA;120;1;0;0;0;16;551.78;1;1;0;0;0;0;0;2;0;2;0;1;46.31;17.51;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;395;G091;E003
Malawi;2017;E018;G201;L013;2;2;0;0;0;67;NA;NA;110;1;0;0;0;20;2179.36;1;1;0;0;0;0;0;1;0;1;0;1;43.58;18.67;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;396;G105;E003
Malawi;2017;E018;G201;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;19;2404.55;1;1;0;0;0;0;0;1;0;1;0;1;43.51;18.79;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;399;G105;E003
Malawi;2017;E018;G070;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;15;730.15;1;1;0;0;0;0;0;1;0;1;0;1;43.28;17.38;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;MRISyngenta Synergy Agribusiness Zambia Limited;Private;400;G034;E003
Malawi;2017;E018;G196;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;15;1675.26;1;1;0;0;0;0;0;1;0;1;0;1;43.3;19.02;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;401;G102;E003
Malawi;2017;E018;G182;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;18;2658.98;1;1;0;0;0;0;0;1;0;1;0;1;42.9;20.03;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;402;G095;E003
Malawi;2017;E018;G092;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;21;1933.13;1;1;0;0;0;0;0;1;0;1;0;1;43.36;19.92;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;SeedCo;Private;403;G046;E003
Malawi;2017;E018;G125;L013;2;3;0;0;0;54;NA;NA;125;1;0;0;0;16;638.69;1;1;0;0;0;0;0;1;0;1;0;1;44.96;17.2;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;404;G069;E003
Malawi;2017;E018;G208;L013;2;3;0;0;0;54;NA;NA;110;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;405;G110;E003
Malawi;2017;E018;G031;L013;2;3;0;0;0;58;NA;NA;110;1;0;0;0;14;1508.1;1;1;0;0;0;0;0;1;0;1;0;1;42.15;20.05;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;406;G012;E003
Malawi;2017;E018;G183;L013;2;3;0;0;0;55;NA;NA;112;1;0;0;0;16;1590.21;1;1;0;0;0;0;0;1;0;1;0;1;45.27;18.24;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;408;G096;E003
Malawi;2017;E018;G156;L013;2;3;0;0;0;55;NA;NA;112;1;0;0;0;15;531.29;1;1;0;0;0;0;0;1;0;1;0;1;43.3;18.43;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;409;G091;E003
Malawi;2017;E018;G074;L013;2;3;1;0;0;55;NA;NA;110;1;0;0;0;18;2860.96;1;1;0;0;0;0;0;1;0;1;0;1;41.81;19.79;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Department of Agricultural Research Services DARS;Public;410;G037;E003
Malawi;2017;E018;G003;L013;2;3;0;0;0;55;NA;NA;120;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;411;G002;E003
Malawi;2017;E018;G060;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;15;2362.43;1;1;0;0;0;0;0;1;0;1;0;1;43.94;20.98;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;412;G026;E003
Malawi;2017;E018;G212;L013;2;3;0;0;0;55;NA;NA;115;1;0;0;0;13;1118.52;1;1;0;0;0;0;0;1;0;2;0;1;NA;NA;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;413;G112;E003
Malawi;2017;E018;G143;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;22;3007.26;1;1;0;0;0;0;0;1;0;1;0;1;39.9;21.02;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;SeedCo;Private;414;G080;E003
Malawi;2017;E018;G234;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;17;420.38;1;1;0;0;0;0;0;1;0;1;0;1;40.95;19.32;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;415;G118;E003
Malawi;2017;E018;G063;L013;2;3;0;0;0;55;NA;NA;115;1;0;0;0;17;1287.86;1;1;0;0;0;0;0;1;0;1;0;1;44.32;19.05;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;416;G029;E003
Malawi;2017;E018;G186;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;14;742.97;1;1;0;0;0;0;0;1;0;1;0;1;45.35;17.73;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;417;G097;E003
Malawi;2017;E018;G034;L013;2;3;0;0;0;55;NA;NA;115;1;0;0;0;17;2792.51;1;1;0;0;0;0;0;1;0;1;0;1;40.32;21;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;ZamSeed;Private;418;G015;E003
Malawi;2017;E018;G089;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;11;749.91;1;1;0;0;0;0;0;1;0;1;0;1;45.77;16.63;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;419;G044;E003
Malawi;2017;E018;G059;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;15;1425.27;1;1;0;0;0;0;0;1;0;1;0;1;43.75;18.78;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;420;G025;E003
Malawi;2017;E018;G206;L013;2;3;0;0;0;55;NA;NA;115;4;0;0;0;24;2505.33;1;1;0;0;0;0;0;1;0;1;0;1;42.53;20.46;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;421;G108;E003
Malawi;2017;E018;G062;L013;2;3;0;0;0;54;NA;NA;120;1;0;0;0;16;2272.03;1;1;0;0;0;0;0;1;0;1;0;1;41.62;20.44;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;422;G028;E003
Malawi;2017;E018;G158;L013;2;3;0;0;0;54;NA;NA;120;1;0;0;0;11;115.24;1;1;0;0;0;0;0;1;0;1;0;1;43.7;14.27;21/12/2018;25/05/2019;-10.933;33.683;1189;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;423;G093;E003
Malawi;2017;E018;G096;L013;2;3;0;0;0;58;NA;NA;114;1;0;0;0;21;1270.63;1;1;0;0;0;0;0;1;0;1;0;1;41.46;19.87;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;SeedCo;Private;424;G050;E003
Malawi;2017;E018;G365;L013;2;3;1;0;0;55;NA;NA;110;1;0;0;0;20;2914.03;1;1;0;0;0;0;0;1;0;1;0;1;42.32;20.1;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Department of Agricultural Research Services DARS;Public;425;G155;E003
Malawi;2017;E018;G203;L013;2;3;0;0;0;55;NA;NA;110;1;0;0;0;19;345.96;1;1;0;0;0;0;0;1;0;1;0;1;44.59;19.25;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;426;G106;E003
Malawi;2017;E018;G188;L013;2;3;0;0;0;57;NA;NA;110;1;0;0;0;18;2560.62;1;1;0;0;0;0;0;1;0;1;0;1;41.02;20.09;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;427;G098;E003
Malawi;2017;E018;G199;L013;2;3;0;0;0;57;NA;NA;110;1;0;0;0;19;1281.47;1;1;0;0;0;0;0;1;0;1;0;1;42.46;19.01;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;428;G104;E003
Malawi;2017;E018;G246;L013;2;3;0;0;0;57;NA;NA;110;1;0;0;0;20;1931.24;1;1;0;0;0;0;0;1;0;1;0;1;43.54;19.15;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;International Institute of Tropical Agriculture IITA;Public;429;G125;E003
Malawi;2017;E018;G056;L013;2;3;0;0;0;57;NA;NA;115;1;0;0;0;22;2754.01;1;1;0;0;0;0;0;1;0;2;0;1;39.34;21.34;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;ZamSeed;Private;430;G022;E003
Malawi;2017;E018;G094;L013;2;3;0;0;0;57;NA;NA;110;1;0;0;0;19;1581.14;1;1;0;0;0;0;0;1;0;1;0;1;39.57;21.25;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;SeedCo;Private;431;G048;E003
Malawi;2017;E018;G061;L013;2;3;0;0;0;57;NA;NA;115;1;0;0;0;20;1380.05;1;1;0;0;0;0;0;1;0;1;0;1;44.15;17.73;21/12/2017;25/05/2018;-10.933;33.683;1189;Rainfed;Makerere University;Public;432;G027;E003
Malawi;2017;E019;G094;L014;2;1;0;0;0;0;NA;NA;0;2;0;1;0;15;1882.11;0;0;0;0;0;0;0;0;0;0;0;0;32.22;22.89;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;433;G048;E004
Malawi;2017;E019;G091;L014;2;1;0;0;0;0;NA;NA;0;1;0;1;0;17;2182.6;0;0;0;0;0;0;0;0;0;0;0;0;38.79;20.24;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;434;G045;E004
Malawi;2017;E019;G196;L014;2;1;0;0;0;0;NA;NA;0;3;0;1;0;15;2089.73;0;0;0;0;0;0;0;0;0;0;0;0;35.24;22.48;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;435;G102;E004
Malawi;2017;E019;G206;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;14;1014.1;0;0;0;0;0;0;0;0;0;0;0;0;31.88;23.05;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;436;G108;E004
Malawi;2017;E019;G074;L014;2;1;1;0;0;0;NA;NA;0;3;0;1;0;18;1687.62;0;0;0;0;0;0;0;0;0;0;0;0;31.89;22.85;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;437;G037;E004
Malawi;2017;E019;G158;L014;2;1;0;0;0;0;NA;NA;0;3;0;5;0;17;479.9;0;0;0;0;0;0;0;0;0;0;0;0;42.01;20.74;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;438;G093;E004
Malawi;2017;E019;G203;L014;2;1;0;0;0;0;NA;NA;0;5;0;3;0;16;2010.64;0;0;0;0;0;0;0;0;0;0;0;0;33.77;22.77;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;439;G106;E004
Malawi;2017;E019;G063;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;15;2064.95;0;0;0;0;0;0;0;0;0;0;0;0;39.52;21.2;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;440;G029;E004
Malawi;2017;E019;G089;L014;2;1;0;0;0;0;NA;NA;0;4;0;1;0;14;1573.63;0;0;0;0;0;0;0;0;0;0;0;0;37.62;20.45;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;441;G044;E004
Malawi;2017;E019;G003;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;11;1026;0;0;0;0;0;0;0;0;0;0;0;0;37.56;19.94;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;442;G002;E004
Malawi;2017;E019;G125;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;15;1164.9;0;0;0;0;0;0;0;0;0;0;0;0;33.14;21.08;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;443;G069;E004
Malawi;2017;E019;G065;L014;2;1;1;0;0;0;NA;NA;0;5;0;1;0;15;1932.52;0;0;0;0;0;0;0;0;0;0;0;0;36.41;20.89;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;444;G031;E004
Malawi;2017;E019;G183;L014;2;1;0;0;0;0;NA;NA;0;4;0;1;0;15;2373.12;0;0;0;0;0;0;0;0;0;0;0;0;35.01;22.11;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;445;G096;E004
Malawi;2017;E019;G199;L014;2;1;0;0;0;0;NA;NA;0;4;0;5;0;18;1863.97;0;0;0;0;0;0;0;0;0;0;0;0;36.09;21.3;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;446;G104;E004
Malawi;2017;E019;G143;L014;2;1;0;0;0;0;NA;NA;0;4;0;1;0;14;1701.83;0;0;0;0;0;0;0;0;0;0;0;0;29.66;23.78;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;447;G080;E004
Malawi;2017;E019;G208;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;12;2197.75;0;0;0;0;0;0;0;0;0;0;0;0;32.08;23.01;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;448;G110;E004
Malawi;2017;E019;G201;L014;2;1;0;0;0;0;NA;NA;0;2;0;3;0;16;2115.08;0;0;0;0;0;0;0;0;0;0;0;0;36.77;20.81;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;449;G105;E004
Malawi;2017;E019;G092;L014;2;1;0;0;0;0;NA;NA;0;4;0;2;0;16;2061.76;0;0;0;0;0;0;0;0;0;0;0;0;29.31;24.59;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;450;G046;E004
Malawi;2017;E019;G210;L014;2;1;0;0;0;0;NA;NA;0;5;0;2;0;17;1814.62;0;0;0;0;0;0;0;0;0;0;0;0;35.32;22.28;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;451;G111;E004
Malawi;2017;E019;G062;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;14;624.49;0;0;0;0;0;0;0;0;0;0;0;0;37.18;21.9;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;452;G028;E004
Malawi;2017;E019;G060;L014;2;1;0;0;0;0;NA;NA;0;5;0;3;0;11;1968.99;0;0;0;0;0;0;0;0;0;0;0;0;30.27;24.23;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;453;G026;E004
Malawi;2017;E019;G186;L014;2;1;0;0;0;0;NA;NA;0;1;0;5;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;454;G097;E004
Malawi;2017;E019;G365;L014;2;1;1;0;0;0;NA;NA;0;5;0;3;0;12;2254.11;0;0;0;0;0;0;0;0;0;0;0;0;36.76;21.8;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;455;G155;E004
Malawi;2017;E019;G182;L014;2;1;0;0;0;0;NA;NA;0;5;0;5;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;456;G095;E004
Malawi;2017;E019;G188;L014;2;1;0;0;0;0;NA;NA;0;5;0;5;0;13;2151.68;0;0;0;0;0;0;0;0;0;0;0;0;36.71;21.56;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;457;G098;E004
Malawi;2017;E019;G212;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;14;1447.3;0;0;0;0;0;0;0;0;0;0;0;0;30.54;25.3;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;458;G112;E004
Malawi;2017;E019;G096;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;16;1493.92;0;0;0;0;0;0;0;0;0;0;0;0;29.91;24.57;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;459;G050;E004
Malawi;2017;E019;G246;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;16;1127.36;0;0;0;0;0;0;0;0;0;0;0;0;34.12;22.16;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;460;G125;E004
Malawi;2017;E019;G031;L014;2;1;0;0;0;0;NA;NA;0;1;0;1;0;15;82.39;0;0;0;0;0;0;0;0;0;0;0;0;42.11;17.82;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;461;G012;E004
Malawi;2017;E019;G061;L014;2;1;0;0;0;0;NA;NA;0;5;0;2;0;16;1707.4;0;0;0;0;0;0;0;0;0;0;0;0;32.53;22.89;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;463;G027;E004
Malawi;2017;E019;G056;L014;2;1;0;0;0;0;NA;NA;0;5;0;5;0;18;1573.45;0;0;0;0;0;0;0;0;0;0;0;0;34.57;24.32;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;ZamSeed;Private;464;G022;E004
Malawi;2017;E019;G059;L014;2;1;0;0;0;0;NA;NA;0;5;0;2;0;13;1415.17;0;0;0;0;0;0;0;0;0;0;0;0;36.48;20.08;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;465;G025;E004
Malawi;2017;E019;G156;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;11;1273.66;0;0;0;0;0;0;0;0;0;0;0;0;44.68;17.36;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;466;G091;E004
Malawi;2017;E019;G034;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;14;1919.81;0;0;0;0;0;0;0;0;0;0;0;0;34.95;24.71;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;ZamSeed;Private;467;G015;E004
Malawi;2017;E019;G234;L014;2;1;0;0;0;0;NA;NA;0;5;0;1;0;14;2371.03;0;0;0;0;0;0;0;0;0;0;0;0;37.8;21.4;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;468;G118;E004
Malawi;2017;E019;G234;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;12;2313.81;0;0;0;0;0;0;0;0;0;0;0;0;35.55;22.51;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;469;G118;E004
Malawi;2017;E019;G061;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;15;768.3;0;0;0;0;0;0;0;0;0;0;0;0;31.56;22.45;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;470;G027;E004
Malawi;2017;E019;G183;L014;2;2;0;0;0;0;NA;NA;0;4;0;1;0;18;2117.35;0;0;0;0;0;0;0;0;0;0;0;0;38.15;19.28;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;471;G096;E004
Malawi;2017;E019;G062;L014;2;2;0;0;0;0;NA;NA;0;5;0;5;0;15;1716.83;0;0;0;0;0;0;0;0;0;0;0;0;34.52;22.18;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;472;G028;E004
Malawi;2017;E019;G065;L014;2;2;1;0;0;0;NA;NA;0;5;0;1;0;16;1686.83;0;0;0;0;0;0;0;0;0;0;0;0;34.47;21.51;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;473;G031;E004
Malawi;2017;E019;G074;L014;2;2;1;0;0;0;NA;NA;0;2;0;2;0;16;1839.33;0;0;0;0;0;0;0;0;0;0;0;0;31.01;21.88;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;474;G037;E004
Malawi;2017;E019;G199;L014;2;2;0;0;0;0;NA;NA;0;5;0;5;0;18;1921.01;0;0;0;0;0;0;0;0;0;0;0;0;35.96;22.34;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;475;G104;E004
Malawi;2017;E019;G060;L014;2;2;0;0;0;0;NA;NA;0;5;0;4;0;13;1609.21;0;0;0;0;0;0;0;0;0;0;0;0;29.47;24.8;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;476;G026;E004
Malawi;2017;E019;G246;L014;2;2;0;0;0;0;NA;NA;0;2;0;1;0;18;1622.02;0;0;0;0;0;0;0;0;0;0;0;0;32.05;22.56;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;477;G125;E004
Malawi;2017;E019;G031;L014;2;2;0;0;0;0;NA;NA;0;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;478;G012;E004
Malawi;2017;E019;G063;L014;2;2;0;0;0;0;NA;NA;0;5;0;5;0;16;1623.85;0;0;0;0;0;0;0;0;0;0;0;0;29.54;23.87;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Makerere University;Public;479;G029;E004
Malawi;2017;E019;G186;L014;2;2;0;0;0;0;NA;NA;0;3;0;1;0;14;688.85;0;0;0;0;0;0;0;0;0;0;0;0;37.34;23.19;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;480;G097;E004
Malawi;2017;E019;G203;L014;2;2;0;0;0;0;NA;NA;0;4;0;1;0;15;1101.11;0;0;0;0;0;0;0;0;0;0;0;0;32.89;24.01;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;481;G106;E004
Malawi;2017;E019;G125;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;15;868.18;0;0;0;0;0;0;0;0;0;0;0;0;35.23;21.22;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;482;G069;E004
Malawi;2017;E019;G182;L014;2;2;0;0;0;0;NA;NA;0;5;0;5;0;14;2153.92;0;0;0;0;0;0;0;0;0;0;0;0;34.18;21.8;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;483;G095;E004
Malawi;2017;E019;G096;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;14;2157.15;0;0;0;0;0;0;0;0;0;0;0;0;33.17;23.28;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;485;G050;E004
Malawi;2017;E019;G089;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;14;1713.43;0;0;0;0;0;0;0;0;0;0;0;0;39.86;19.81;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;486;G044;E004
Malawi;2017;E019;G091;L014;2;2;0;0;0;0;NA;NA;0;1;0;2;0;15;2489.58;0;0;0;0;0;0;0;0;0;0;0;0;32.8;23.69;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;487;G045;E004
Malawi;2017;E019;G365;L014;2;2;1;0;0;0;NA;NA;0;5;0;3;0;13;2202.66;0;0;0;0;0;0;0;0;0;0;0;0;38.18;20.34;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Department of Agricultural Research Services DARS;Public;488;G155;E004
Malawi;2017;E019;G143;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;16;1761.02;0;0;0;0;0;0;0;0;0;0;0;0;30.24;24.29;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;SeedCo;Private;489;G080;E004
Malawi;2017;E019;G156;L014;2;2;0;0;0;0;NA;NA;0;4;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;490;G091;E004
Malawi;2017;E019;G003;L014;2;2;0;0;0;0;NA;NA;0;5;0;1;0;13;844.43;0;0;0;0;0;0;0;0;0;0;0;0;39.98;19.92;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;Savanna Agricultural Research Institute CSIRSARI;Public;491;G002;E004
Malawi;2017;E019;G206;L014;2;2;0;0;0;0;NA;NA;0;5;0;3;0;16;2197.88;0;0;0;0;0;0;0;0;0;0;0;0;31.29;23.66;15/01/2018;11/05/2018;-12.95;33.683;1078;Rainfed;International Institute of Tropical Agriculture IITA;Public;492;G108;E004
